Pathway	GeneID	Symbol	Description	Drought_W24_log2FC	Drought_W24_padj	Drought_W8_log2FC	Drought_W8_padj	W24_vs_W8_Drought_log2FC	W24_vs_W8_Drought_padj	W24_vs_W8_Control_log2FC	W24_vs_W8_Control_padj
Ethylene	HORVU4Hr1G006260	HORVU4Hr1G006260		0.045	0.833683	0.257	0.748751	-0.3199	0.511296	-0.1079	0.528335
ABA	HORVU4Hr1G006300	HORVU4Hr1G006300		-1.3259	0.670681	0	NA	0	NA	1.3259	0.58482
ROS_Scavenging	HORVU4Hr1G006320	HORVU4Hr1G006320		-0.2079	0.441727	0.1284	0.748751	0.0795	0.542201	0.4159	0.155341
Flavonoid	HORVU4Hr1G006350	HORVU4Hr1G006350		0.5448	0.812753	0.7026	0.748751	-1.5532	0.51725	-1.3954	0.187032
Flavonoid	HORVU4Hr1G006370	HORVU4Hr1G006370		-1.4313	0.496658	1.1984	0.748751	-4.0084	0.502841	-1.3788	0.455638
Protein_Kinase_Signalling	HORVU4Hr1G006450	HORVU4Hr1G006450		-0.4888	0.770629	0.3609	0.862812	-0.9235	0.606531	-0.0737	0.942675
Flavonoid	HORVU4Hr1G006460	HORVU4Hr1G006460	Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287N2B8]	-1.0691	0.638981	1.0842	0.748751	-3.3172	0.505331	-1.1639	0.305704
Starch	HORVU4Hr1G006480	HORVU4Hr1G006480	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D4N5]	0.3306	0.702903	0.7917	0.748751	-0.7146	0.385717	-0.2535	0.701861
Cytokinin	HORVU4Hr1G006520	HORVU4Hr1G006520	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2EC72]	-0.403	0.611939	0.1308	0.775945	-0.6662	0.373906	-0.1324	0.710253
Starch	HORVU4Hr1G006530	HORVU4Hr1G006530		0.5024	0.670681	-0.1721	0.818955	0.2079	0.746099	-0.4666	0.509445
MAPK_Signalling	HORVU4Hr1G006660	HORVU4Hr1G006660		-0.3488	0.535162	0.1537	0.806875	-0.1734	0.687527	0.3291	0.346378
MAPK_Signalling	HORVU4Hr1G006670	HORVU4Hr1G006670		0.2466	0.592969	-0.2576	0.748751	0.1619	0.62152	-0.3423	0.225115
Omega3_Fatty_Acid	HORVU4Hr1G006710	HORVU4Hr1G006710	Predicted protein; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:M0X8L8]	-0.0068	0.983495	0.345	0.748751	0.3297	0.368172	0.6814	0.182669
Cytokinin	HORVU4Hr1G006720	HORVU4Hr1G006720	SET domain group 37 [Source:Projected from Arabidopsis thaliana (AT2G17900) TAIR;Acc:AT2G17900]	-0.3258	0.589865	-0.0758	0.833775	0.2033	0.536175	0.4534	0.333115
Cytokinin	HORVU4Hr1G006730	HORVU4Hr1G006730		0.2512	0.477876	-0.1507	0.805624	-0.0194	0.962843	-0.4213	0.199593
Cytokinin	HORVU4Hr1G006740	HORVU4Hr1G006740		0.0482	0.88494	0.2259	0.748751	-0.6815	0.442574	-0.5038	0.216923
Inositol	HORVU4Hr1G006750	HORVU4Hr1G006750		-0.0473	0.898088	-0.113	0.748751	0.0866	0.765801	0.0209	0.920005
Inositol	HORVU4Hr1G006760	HORVU4Hr1G006760		0.0107	0.983686	0.0448	0.928661	-0.0453	0.885421	-0.0111	0.977452
Inositol	HORVU4Hr1G006780	HORVU4Hr1G006780	Phosphatidylinositol 4-phosphate 5-kinase [Source:UniProtKB/TrEMBL;Acc:A0A287N2K8]	0.3243	0.467496	-0.2754	0.748751	0.3969	0.436134	-0.2028	0.402262
Cytokinin	HORVU4Hr1G006790	HORVU4Hr1G006790		-0.7702	0.670681	-0.0853	0.976485	0.0693	0.976084	0.7542	0.307013
Transcription	HORVU4Hr1G006800	HORVU4Hr1G006800	RuvB-like helicase [Source:UniProtKB/TrEMBL;Acc:A0A287N2L3]	-1.748	0.670681	0.5226	0.898686	-1.8061	0.606531	0.4645	0.842915
Transcription	HORVU4Hr1G006840	HORVU4Hr1G006840	RuvB-like helicase [Source:UniProtKB/TrEMBL;Acc:A0A287N2N7]	-0.1642	0.669422	0.1402	0.748751	0.342	0.45409	0.6464	0.101183
Omega3_Fatty_Acid	HORVU4Hr1G006850	HORVU4Hr1G006850		-5.3448	0.460646	-2.5544	0.748751	-0.0836	0.915998	2.7067	0.294133
Proline	HORVU4Hr1G006870	HORVU4Hr1G006870	Outer envelope protein 64, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G17970) UniProtKB/Swiss-Prot;Acc:Q9LVH5]	-0.1379	0.609594	-0.1689	0.748751	0.3974	0.355927	0.3664	0.266912
ABA	HORVU4Hr1G006930	SLN1	DELLA repressor protein, Gibberellin signalin [Source: Projected from Oryza sativa (Os03g0707600)]	0.0445	0.85026	0.0418	0.932447	0.4786	0.36445	0.4759	0.117315
Cytokinin	HORVU4Hr1G007000	HORVU4Hr1G007000		0.5265	0.670681	0.3493	0.748751	-0.1098	0.87558	-0.287	0.58482
Ubiquitin_Proteasome	HORVU4Hr1G007020	HORVU4Hr1G007020	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D8D3]	-0.8456	0.350106	-0.5393	0.748751	0.319	0.481956	0.6253	0.178231
Vitamin_C_Ascorbate	HORVU4Hr1G007050	HORVU4Hr1G007050	Phytanoyl-CoA dioxygenase [Source:Projected from Arabidopsis thaliana (AT2G01490) UniProtKB/Swiss-Prot;Acc:Q9ZVF6]	-0.5001	0.34216	-0.1281	0.748751	-0.4706	0.314334	-0.0987	0.58482
ROS_Scavenging	HORVU4Hr1G007110	HORVU4Hr1G007110		-0.0213	0.90889	-0.0224	0.93509	0.2286	0.36282	0.2276	0.298486
Cytokinin	HORVU4Hr1G007120	HORVU4Hr1G007120		-1.0175	0.566914	0.3985	0.748751	-0.3268	0.523581	1.0892	0.371554
ROS_Scavenging	HORVU4Hr1G007180	HORVU4Hr1G007180		-1.0716	0.493242	0.6674	0.794515	-2.599	0.511435	-0.86	0.327346
Photosynthesis	HORVU4Hr1G007240	HORVU4Hr1G007240	Actin-related protein 2 [Source:Projected from Arabidopsis thaliana (AT3G27000) UniProtKB/Swiss-Prot;Acc:Q9LSD6]	-0.2732	0.50626	-0.1777	0.748751	-0.088	0.733839	0.0075	0.966881
Cytokinin	HORVU4Hr1G007260	HORVU4Hr1G007260		0.1558	0.57257	-0.1689	0.748751	-0.4164	0.442952	-0.7412	0.088284
Protein_Kinase_Signalling	HORVU4Hr1G007330	HORVU4Hr1G007330		-0.5029	0.428983	-0.0199	0.972764	0.2102	0.606531	0.6932	0.091966
Cytokinin	HORVU4Hr1G007340	HORVU4Hr1G007340	Homologous-pairing protein 2 homolog [Source:Projected from Arabidopsis thaliana (AT1G13330) UniProtKB/Swiss-Prot;Acc:Q9FX64]	-0.2329	0.781965	1.6845	0.748751	-2.2985	0.474734	-0.3811	0.608495
Protein_Kinase_Signalling	HORVU4Hr1G007370	HORVU4Hr1G007370	14-3-3-like protein S94 [Source: Projected from Oryza sativa (Os03g0710800)]	0.0034	0.993463	-0.0089	0.984101	-0.058	0.879199	-0.0702	0.629828
Photosynthesis	HORVU4Hr1G007400	HORVU4Hr1G007400	Protein CASP [Source:Projected from Arabidopsis thaliana (AT3G18480) UniProtKB/Swiss-Prot;Acc:Q9LS42]	-0.0737	0.910109	-0.1329	0.748751	0.2957	0.61196	0.2365	0.417514
Lignin	HORVU4Hr1G007420	HORVU4Hr1G007420		-0.2165	0.611939	-0.0635	0.916352	0.2751	0.523581	0.4281	0.279804
Protein_Kinase_Signalling	HORVU4Hr1G007440	HORVU4Hr1G007440		0.1165	0.652184	0.0202	0.937616	0.1132	0.606531	0.0169	0.792429
Inositol	HORVU4Hr1G007450	HORVU4Hr1G007450		0.0375	0.878411	-0.0209	0.976492	0.1835	0.658427	0.1252	0.47112
ABA	HORVU4Hr1G007530	HORVU4Hr1G007530		-0.2093	0.670681	-0.0087	0.986541	-0.5786	0.402211	-0.378	0.200596
Protein_Kinase_Signalling	HORVU4Hr1G007540	HORVU4Hr1G007540		-0.2635	0.408417	-0.0448	0.931133	0.0891	0.774412	0.3077	0.145097
Protein_Kinase_Signalling	HORVU4Hr1G007550	HORVU4Hr1G007550		0.1285	0.786016	0.7133	0.748751	-1.21	0.500449	-0.6251	0.530746
Omega3_Fatty_Acid	HORVU4Hr1G007560	HORVU4Hr1G007560	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DKR6]	-0.7333	0.411674	-0.4136	0.748751	-0.133	0.606531	0.1868	0.557812
Cytokinin	HORVU4Hr1G007590	HORVU4Hr1G007590		-0.0178	0.971147	0.0678	0.915603	-0.9405	0.367488	-0.8549	0.149313
Nitrogen_Assimilation	HORVU4Hr1G007610	HORVU4Hr1G007610	Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A287N3D1]	1.1438	0.477876	1.4747	0.748751	-1.4691	0.47683	-1.1382	0.291909
Starch	HORVU4Hr1G007620	HORVU4Hr1G007620		0.3444	0.554012	-0.3207	0.748751	0.6537	0.372216	-0.0114	0.936247
ROS_Scavenging	HORVU4Hr1G007680	HORVU4Hr1G007680		-2.5638	0.411674	-1.0198	0.748751	0	NA	1.5441	0.242921
Photosynthesis	HORVU4Hr1G007850	HORVU4Hr1G007850	NADH dehydrogenase [ubiquinone] iron-sulfur protein 1, mitochondrial [Source:Projected from Arabidopsis thaliana (AT5G37510) UniProtKB/Swiss-Prot;Acc:Q9FGI6]	-0.0522	0.807175	-0.2022	0.748751	0.3815	0.338846	0.2315	0.275452
Photosynthesis	HORVU4Hr1G007880	HORVU4Hr1G007880	DRP1C [Source:Projected from Arabidopsis thaliana (AT1G14830) UniProtKB/TrEMBL;Acc:A0A178W4V6]	0.1385	0.7941	-0.002	0.996642	-0.1765	0.665645	-0.317	0.389543
ABA	HORVU4Hr1G007890	HORVU4Hr1G007890	Threonine dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A287N3N5]	1.6843	0.518756	1.0821	0.748751	-0.8346	0.514253	-1.4368	0.334362
MAPK_Signalling	HORVU4Hr1G007920	HORVU4Hr1G007920		-0.6677	0.848463	0	NA	1.425	0.606531	2.0928	0.58482
MAPK_Signalling	HORVU4Hr1G007950	HORVU4Hr1G007950		-3.0653	0.618923	-0.2969	0.946171	-1.6748	0.606531	1.0936	0.61593
MAPK_Signalling	HORVU4Hr1G007990	HORVU4Hr1G007990		0	NA	0.6794	0.82793	-3.833	0.382433	-3.1536	0.58482
Cytokinin	HORVU4Hr1G008120	HORVU4Hr1G008120		0.0512	0.910498	1.0691	0.748751	-0.763	0.356522	0.2549	0.625862
Photosynthesis	HORVU4Hr1G008130	HORVU4Hr1G008130	Protein POLLEN DEFECTIVE IN GUIDANCE 1 [Source:Projected from Arabidopsis thaliana (AT1G67960) UniProtKB/Swiss-Prot;Acc:F4HVJ3]	0.1685	0.589865	-0.0249	0.922958	0.3864	0.332696	0.1929	0.355294
Photosynthesis	HORVU4Hr1G008150	HORVU4Hr1G008150	EMB2754 [Source:Projected from Arabidopsis thaliana (AT4G36630) UniProtKB/TrEMBL;Acc:A0A178UXB5]	-0.171	0.555182	-0.1787	0.748751	0.2743	0.426607	0.2666	0.221036
Transcription	HORVU4Hr1G008160	HORVU4Hr1G008160		0.6475	0.576716	0.6278	0.748751	-0.5666	0.457742	-0.5863	0.235562
Photosynthesis	HORVU4Hr1G008180	HORVU4Hr1G008180	Receptor protein kinase TMK1 [Source:Projected from Arabidopsis thaliana (AT1G66150) UniProtKB/Swiss-Prot;Acc:P43298]	0.2794	0.670681	0.0335	0.969593	0.2598	0.621192	0.0138	0.977052
Vitamin_C_Ascorbate	HORVU4Hr1G008200	HORVU4Hr1G008200	Probable transmembrane ascorbate ferrireductase 3 [Source:Projected from Arabidopsis thaliana (AT1G14730) UniProtKB/Swiss-Prot;Acc:Q67ZF6]	0.3123	0.790932	-0.1864	0.892271	-0.8025	0.583948	-1.3011	0.204199
Histidine	HORVU4Hr1G008210	HORVU4Hr1G008210		-0.7226	0.523372	-0.1565	0.748751	-0.1728	0.648663	0.3933	0.497439
Vitamin_C_Ascorbate	HORVU4Hr1G008270	HORVU4Hr1G008270	UDP-glucose 6-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:F2CQH5]	0.4105	0.670681	0.277	0.748751	-0.6357	0.447774	-0.7692	0.300412
Cytokinin	HORVU4Hr1G008370	HORVU4Hr1G008370		-0.1446	0.918276	0.3584	0.852862	-1.4468	0.34508	-0.9439	0.598469
Cytokinin	HORVU4Hr1G008450	HORVU4Hr1G008450	Cytochrome c oxidase assembly protein COX11, mitochondrial [Source:Projected from Arabidopsis thaliana (AT1G02410) UniProtKB/Swiss-Prot;Acc:Q8GWR0]	0.1203	0.66494	-0.0782	0.842087	0.1426	0.474067	-0.0558	0.82466
ROS_Scavenging	HORVU4Hr1G008470	HORVU4Hr1G008470		-0.1097	0.705049	0.0467	0.869523	0.0719	0.780379	0.2283	0.259709
Cytokinin	HORVU4Hr1G008500	HORVU4Hr1G008500		3.3024	0.589865	0	NA	3.3024	0.499628	0	NA
Lignin	HORVU4Hr1G008610	HORVU4Hr1G008610	Phytochrome [Source:UniProtKB/TrEMBL;Acc:Q2I7M3]	-1.008	0.326586	-0.1841	0.748751	0.2973	0.462174	1.1212	0.118566
ABA	HORVU4Hr1G008640	HORVU4Hr1G008640		-0.1239	0.652171	0.3706	0.829129	-0.3491	0.714503	0.1454	0.82886
Lutein	HORVU4Hr1G008680	HORVU4Hr1G008680		0.0819	0.938127	-0.0776	0.939806	0.0664	0.93833	-0.0932	0.866391
ABA	HORVU4Hr1G008700	HORVU4Hr1G008700	Glutamate decarboxylase [Source:UniProtKB/TrEMBL;Acc:M0XZZ4]	-0.8288	0.412153	0.7854	0.748751	-1.02	0.583384	0.5942	0.390757
Cytokinin	HORVU4Hr1G008740	HORVU4Hr1G008740	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DNH8]	0.3604	0.538914	0.4418	0.748751	-0.3929	0.443148	-0.3115	0.42306
Photosynthesis	HORVU4Hr1G008750	HORVU4Hr1G008750	Protein ILITYHIA [Source:Projected from Arabidopsis thaliana (AT1G64790) UniProtKB/Swiss-Prot;Acc:F4I893]	-0.1493	0.670681	-0.1478	0.748751	0.3269	0.459582	0.3285	0.255631
Photosynthesis	HORVU4Hr1G008820	HORVU4Hr1G008820	DNA-binding family protein [Source:Projected from Arabidopsis thaliana (AT4G34430) TAIR;Acc:AT4G34430]	-0.3587	0.354842	-0.3961	0.748751	0.4501	0.343735	0.4127	0.244791
Protein_Kinase_Signalling	HORVU4Hr1G008850	HORVU4Hr1G008850		-1.5974	0.670681	-0.1222	0.946122	-1.8847	0.512228	-0.4095	0.784802
Cytokinin	HORVU4Hr1G008920	HORVU4Hr1G008920	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E4W8]	-0.2051	0.670681	0.1622	0.7883	-0.5019	0.434738	-0.1347	0.647959
Transcription	HORVU4Hr1G008930	HORVU4Hr1G008930		1.161	0.354508	0.2609	0.845962	0.0565	0.935437	-0.8436	0.43229
Starch	HORVU4Hr1G008950	HORVU4Hr1G008950	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DJK1]	0.5697	0.592642	1.3061	0.748751	-0.5961	0.642301	0.1403	0.838732
Glutathione_Metabolism	HORVU4Hr1G008960	HORVU4Hr1G008960		-0.3344	0.846727	0	NA	5.0561	0.496424	5.3905	0.308737
Transcription	HORVU4Hr1G008980	HORVU4Hr1G008980		1.1045	0.528815	0.9061	0.748751	-1.0288	0.499628	-1.2272	0.44527
Cytokinin	HORVU4Hr1G008990	HORVU4Hr1G008990		2.3775	0.670681	1.5733	0.748751	-2.9322	0.514836	-3.7364	0.484225
Ubiquitin_Proteasome	HORVU4Hr1G009070	HORVU4Hr1G009070		-0.8203	0.411017	-0.6934	0.748751	0.5964	0.499628	0.7233	0.160065
Carotenoid	HORVU4Hr1G009100	HORVU4Hr1G009100	Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287N4V1]	-0.4291	0.670681	0	NA	0	NA	0.4291	0.58482
Translation	HORVU4Hr1G009140	HORVU4Hr1G009140		-0.867	0.350106	-0.5621	0.748751	0.3306	0.459582	0.6355	0.273714
Cytokinin	HORVU4Hr1G009150	HORVU4Hr1G009150	Pentatricopeptide repeat-containing protein At3g47530 [Source:Projected from Arabidopsis thaliana (AT3G47530) UniProtKB/Swiss-Prot;Acc:Q9SN85]	0.0104	0.99071	-0.1929	0.748751	-0.2892	0.455794	-0.4926	0.487658
Protein_Kinase_Signalling	HORVU4Hr1G009230	HORVU4Hr1G009230		-2.2454	0.596109	2.2948	0.748751	-6.7776	0.488381	-2.2375	0.412203
Cytokinin	HORVU4Hr1G009270	HORVU4Hr1G009270		-0.0782	0.866	-0.1766	0.816142	-0.5087	0.450543	-0.607	0.360164
Protein_Kinase_Signalling	HORVU4Hr1G009340	HORVU4Hr1G009340	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D115]	-0.0406	0.914382	0.53	0.748751	-0.6121	0.404934	-0.0414	0.915171
Photosynthesis	HORVU4Hr1G009360	HORVU4Hr1G009360	Lariat debranching enzyme [Source:Projected from Arabidopsis thaliana (AT4G31770) UniProtKB/Swiss-Prot;Acc:Q94K01]	-0.2914	0.466543	-0.4611	0.748751	0.1926	0.139581	0.0229	0.920923
Photosynthesis	HORVU4Hr1G009390	HORVU4Hr1G009390	FIP1[V]-like protein [Source:Projected from Arabidopsis thaliana (AT5G58040) UniProtKB/Swiss-Prot;Acc:F4KDH9]	-0.1895	0.670681	-0.1284	0.748751	0.3355	0.400802	0.3966	0.32188
MAPK_Signalling	HORVU4Hr1G009440	HORVU4Hr1G009440	Predicted protein; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:M0Y0S4]	1.0381	0.360233	3.1113	0.748751	-1.8755	0.606531	0.1978	0.640795
Cytokinin	HORVU4Hr1G009500	HORVU4Hr1G009500	WDR5a [Source:Projected from Arabidopsis thaliana (AT3G49660) UniProtKB/TrEMBL;Acc:A0A178VK59]	-0.2164	0.841257	-0.3178	0.748751	-0.3664	0.654025	-0.4677	0.309768
Inositol	HORVU4Hr1G009540	HORVU4Hr1G009540	Inositol-tetrakisphosphate 1-kinase [Source:UniProtKB/TrEMBL;Acc:A0A287N510]	-0.1588	0.589865	0.1929	0.891059	-0.5651	0.606531	-0.2134	0.564534
ROS_Scavenging	HORVU4Hr1G009550	HORVU4Hr1G009550	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2EFG9]	1.0956	0.589865	0.5829	0.80807	-0.6943	0.654025	-1.2069	0.432052
ROS_Scavenging	HORVU4Hr1G009590	HORVU4Hr1G009590		-0.2114	0.589865	-0.0466	0.748751	-0.078	0.718004	0.0869	0.312762
Ubiquitin_Proteasome	HORVU4Hr1G009670	HORVU4Hr1G009670		-0.5096	0.350106	-0.1904	0.748751	-0.2182	0.578681	0.1009	0.49629
Transcription	HORVU4Hr1G009730	HORVU4Hr1G009730	Similar to Homeobox protein [Source: Projected from Oryza sativa (Os03g0727000)]	-2.3221	0.477876	1.4606	0.748751	-1.4606	0.539416	2.3221	0.287544
Jasmonate_JA	HORVU4Hr1G009800	HORVU4Hr1G009800		0.9512	0.611956	2.3475	0.748751	-1.3941	0.642633	0.0021	0.997778
ROS_Scavenging	HORVU4Hr1G009880	HORVU4Hr1G009880		-1.9571	0.670681	-1.4477	0.748751	0	NA	0.5095	0.839173
ROS_Scavenging	HORVU4Hr1G009900	HORVU4Hr1G009900	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DPK8]	0.5124	0.789759	-0.378	0.748751	-0.4416	0.681739	-1.332	0.178008
Photosynthesis	HORVU4Hr1G009960	HORVU4Hr1G009960	DEAD-box ATP-dependent RNA helicase 16 [Source:Projected from Arabidopsis thaliana (AT4G34910) UniProtKB/Swiss-Prot;Acc:Q9SW44]	-0.0897	0.736037	0.0141	0.979319	-0.2278	0.459775	-0.124	0.693387
Methionine	HORVU4Hr1G010010	HORVU4Hr1G010010		-0.2228	0.955485	0.6484	0.748751	-2.9823	0.416844	-2.1111	0.440857
Protein_Kinase_Signalling	HORVU4Hr1G010030	HORVU4Hr1G010030		-0.5629	0.512061	-0.0192	0.992737	-0.8748	0.606531	-0.3311	0.689368
Flavonoid	HORVU4Hr1G010040	HORVU4Hr1G010040		-1.4654	0.44227	0.0731	0.971414	-0.477	0.70522	1.0615	0.330491
Glucosinolate	HORVU4Hr1G010080	HORVU4Hr1G010080		0.2724	0.670681	0.5323	0.748751	0.3685	0.60696	0.6284	0.126859
Cytokinin	HORVU4Hr1G010140	HORVU4Hr1G010140		-0.5642	0.451386	-0.1453	0.748751	-0.1904	0.606531	0.2285	0.177182
Photosynthesis	HORVU4Hr1G010150	HORVU4Hr1G010150	ACT domain-containing protein ACR1 [Source:Projected from Arabidopsis thaliana (AT5G65890) UniProtKB/Swiss-Prot;Acc:Q9FHP1]	-0.0541	0.974142	0.8563	0.748751	-0.5832	0.64684	0.3273	0.805198
ROS_Scavenging	HORVU4Hr1G010160	HORVU4Hr1G010160		0.9117	0.670681	0.2946	0.884661	1.1874	0.554544	0.5703	0.58482
Phospholipid_Biosynthesis	HORVU4Hr1G010180	HORVU4Hr1G010180		0.1598	0.670681	0.0053	0.958953	0.1334	0.596598	-0.021	0.921439
ROS_Scavenging	HORVU4Hr1G010250	HORVU4Hr1G010250		0.3542	0.757222	0.2396	0.909057	0.6773	0.606531	0.5627	0.567087
Photosynthesis	HORVU4Hr1G010270	HORVU4Hr1G010270		-0.0424	0.922248	-0.1154	0.748751	0.1067	0.763534	0.0337	0.726103
ROS_Scavenging	HORVU4Hr1G010300	HORVU4Hr1G010300		0.2464	0.477876	-0.0058	0.990411	-0.0822	0.66154	-0.3344	0.378612
Omega3_Fatty_Acid	HORVU4Hr1G010320	HORVU4Hr1G010320		-0.3184	0.40998	-0.1562	0.760555	0.3967	0.36282	0.5588	0.200111
ROS_Scavenging	HORVU4Hr1G010360	HORVU4Hr1G010360		-0.1387	0.921403	0.1073	0.946122	-0.8763	0.569214	-0.6303	0.450055
ROS_Scavenging	HORVU4Hr1G010390	HORVU4Hr1G010390		-0.076	0.858859	0.2089	0.748751	-0.2539	0.575352	0.0309	0.931776
Cytokinin	HORVU4Hr1G010410	HORVU4Hr1G010410		0.2132	0.563242	0.0259	0.963042	0.2339	0.546727	0.0466	0.818901
ABA	HORVU4Hr1G010430	HORVU4Hr1G010430		-0.1703	0.800795	-0.0404	0.929421	0.6502	0.522825	0.7801	0.109404
Cytokinin	HORVU4Hr1G010490	HORVU4Hr1G010490		-0.417	0.696529	0.134	0.935323	-0.79	0.605066	-0.2391	0.725418
Photosynthesis	HORVU4Hr1G010650	HORVU4Hr1G010650	Like disulfide bond formation protein [Source:Projected from Arabidopsis thaliana (AT1G72280) UniProtKB/TrEMBL;Acc:Q0WSW0]	0.3254	0.727577	1.6567	0.748751	-1.9077	0.337242	-0.5763	0.253244
ABA	HORVU4Hr1G010750	Dhn6		-0.2241	0.670681	3.5447	0.748751	-3.5447	0.586581	0.2241	0.58482
Cytokinin	HORVU4Hr1G010770	HORVU4Hr1G010770	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DFR9]	-0.0802	0.963586	1.8258	0.748751	-3.7527	0.319325	-1.8466	0.227008
Folate	HORVU4Hr1G010830	HORVU4Hr1G010830	Folate transporter 1, chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G66380) UniProtKB/Swiss-Prot;Acc:Q7XA87]	-0.3388	0.596373	0.4547	0.748751	-1.0334	0.337982	-0.2399	0.315784
Lignin	HORVU4Hr1G010840	HORVU4Hr1G010840		0.0136	0.975691	-0.0532	0.85429	0.2075	0.606531	0.1407	0.564285
Glycolysis	HORVU4Hr1G010880	HORVU4Hr1G010880		0.0201	0.975717	-0.1632	0.748751	0.2019	0.606531	0.0185	0.968188
IAA	HORVU4Hr1G010910	HORVU4Hr1G010910		-0.0173	0.938982	0.0263	0.927627	-0.0485	0.621714	-0.0049	0.982871
Cytokinin	HORVU4Hr1G010970	HORVU4Hr1G010970		0.0105	0.987884	0.0358	0.975321	-0.3	0.650583	-0.2747	0.634226
ROS_Scavenging	HORVU4Hr1G010980	HORVU4Hr1G010980		-0.3249	0.809473	-0.1297	0.948997	-0.58	0.61864	-0.3848	0.738396
Translation	HORVU4Hr1G011020	HORVU4Hr1G011020	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2EID5]	-0.1441	0.644104	-0.0247	0.946122	0.3102	0.42472	0.4296	0.183903
Cytokinin	HORVU4Hr1G011040	HORVU4Hr1G011040		-3.6484	0.354842	2.8444	0.748751	-2.8444	0.598714	3.6484	0.150963
Cytokinin	HORVU4Hr1G011090	HORVU4Hr1G011090		0.3014	0.735239	0.0302	0.966969	0.0977	0.893423	-0.1735	0.58482
Cytokinin	HORVU4Hr1G011100	HORVU4Hr1G011100		-0.3726	0.670681	0.3469	0.835359	-0.1212	0.900249	0.5984	0.460312
Cytokinin	HORVU4Hr1G011160	HORVU4Hr1G011160	Endoglucanase [Source:UniProtKB/TrEMBL;Acc:F2DGW5]	1.405	0.604404	0.4114	0.807459	1.0443	0.570048	0.0507	0.96126
Cytokinin	HORVU4Hr1G011170	HORVU4Hr1G011170		0.7062	0.670681	0.5568	0.810922	0.3719	0.791286	0.2224	0.710579
Photosynthesis	HORVU4Hr1G011180	HORVU4Hr1G011180	SYP111 [Source:Projected from Arabidopsis thaliana (AT1G08560) UniProtKB/TrEMBL;Acc:A0A178WAC8]	0.0154	0.971988	0.4218	0.883433	-0.791	0.674906	-0.3845	0.7206
Cytokinin	HORVU4Hr1G011320	HORVU4Hr1G011320		0.1601	0.750703	0.37	0.748751	-0.6496	0.355927	-0.4397	0.331851
Omega3_Fatty_Acid	HORVU4Hr1G011340	HORVU4Hr1G011340	cyclin H;1 [Source:Projected from Arabidopsis thaliana (AT5G27620) TAIR;Acc:AT5G27620]	-0.0774	0.862214	-0.1092	0.748751	0.0041	0.991277	-0.0277	0.89926
Jasmonate_JA	HORVU4Hr1G011360	HORVU4Hr1G011360		-0.487	0.411017	-0.0793	0.748751	-0.0649	0.799053	0.3428	0.169692
ROS_Scavenging	HORVU4Hr1G011420	HORVU4Hr1G011420		0.1071	0.760221	-0.3736	0.748751	0.9184	0.343819	0.4377	0.262108
Inositol	HORVU4Hr1G011430	HORVU4Hr1G011430		0.0012	0.997302	1.0026	0.748751	-0.8814	0.404875	0.1201	0.697812
Ubiquitin_Proteasome	HORVU4Hr1G011440	HORVU4Hr1G011440		-0.3192	0.475112	0.1314	0.748751	-0.5913	0.288819	-0.1407	0.582303
Cytokinin	HORVU4Hr1G011460	HORVU4Hr1G011460		0.1149	0.800083	-0.11	0.844633	-0.2034	0.606531	-0.4284	0.393487
ABA	HORVU4Hr1G011500	HORVU4Hr1G011500	Serine hydroxymethyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287N7L4]	0.1359	0.577469	-0.2396	0.748751	0.4459	0.288819	0.0704	0.58482
Omega3_Fatty_Acid	HORVU4Hr1G011510	HORVU4Hr1G011510		-0.44	0.546087	-0.2012	0.748751	0.3794	0.473282	0.6183	0.270114
MAPK_Signalling	HORVU4Hr1G011590	HORVU4Hr1G011590		-0.2661	0.670681	0.2029	0.884841	-0.6258	0.601949	-0.1568	0.744823
Cytokinin	HORVU4Hr1G011620	HORVU4Hr1G011620	ATP binding protein-like [Source:Projected from Arabidopsis thaliana (AT4G19540) UniProtKB/TrEMBL;Acc:O49472]	-0.1332	0.760856	-0.1275	0.748751	-0.267	0.527851	-0.2612	0.361988
