og_id	c00	c01	c02	c03	c04	c05	c06	c07	c08	c09	c10	c11	c12	c13	c14	c15
37HIH	3.1138	2.4559	2.3872	2.6242	1.2119	2.3051	2.7891	3.2712	2.4505	2.5161	3.2496	1.0956	1.1584	2.8301	1.2689	1.7554
37HII	2.8227	3.7037	3.5996	2.6497	2.7230	3.1403	2.7018	2.6664	3.6880	3.0903	2.8574	1.2882	3.5055	3.1078	2.4459	1.4551
37HIJ	5.0244	4.3361	4.4073	4.6455	3.9754	4.6742	4.6782	5.0219	4.2530	4.6664	5.2325	2.9603	3.0485	4.8414	2.7288	2.4177
37HIK	4.6980	4.4448	4.8476	4.7930	4.1122	4.9422	4.9597	5.1855	4.5116	4.7528	4.9483	3.4914	4.1942	5.1271	3.2632	3.8042
37HIM	3.0858	2.8584	2.7749	2.8716	2.8704	3.0552	2.7476	3.1671	2.7488	3.0032	3.1531	2.4959	2.2023	3.2405	1.9078	1.6576
37HIN	2.1132	2.9199	2.4198	1.9659	0.9975	2.3375	1.8116	1.7855	2.6843	2.1880	2.2051	0.2863	1.6611	2.3431	2.1878	0.6982
37HIP	0.7144	0.5487	1.0141	1.1027	0.8252	1.8366	1.4773	1.2042	0.6490	0.9943	0.7766	0.4004	1.2832	1.3640	0.1595	0.2485
37HIQ	1.0672	1.0738	0.6366	0.9170	0.5519	0.8004	1.0016	1.0644	0.9329	1.3237	1.2812	0.0756	0.0720	1.7078	0.9498	1.6972
37HIR	1.4972	1.3090	1.2597	1.3554	1.3638	1.6585	1.4279	1.4645	1.1844	1.5332	1.5247	1.0863	0.9451	1.7518	0.8028	0.5917
37HIS	2.9403	3.1083	2.5704	2.7312	1.5401	2.4342	3.0039	2.8529	2.9447	2.8759	2.6048	1.6822	1.4556	3.3749	2.0203	1.1074
37HIT	3.6530	3.3379	3.2762	3.5229	2.8147	3.5084	3.5669	3.5898	3.1604	3.3217	3.4536	2.0601	2.1555	3.4243	2.3580	2.5687
37HIU	5.5223	3.0968	4.2860	3.1742	2.1471	4.1150	3.0694	4.0395	3.5328	4.2473	5.2410	3.6285	4.7235	5.1583	0.7171	4.2147
37HIV	3.3694	3.0767	3.2754	3.4721	2.8806	3.7802	3.3773	3.6599	3.0374	3.3829	3.4753	1.8422	2.7160	3.5311	1.8442	1.4774
37HIW	3.6697	3.0683	2.9322	3.3751	2.9398	3.4197	3.2400	3.4003	2.9785	3.2230	3.6865	1.7426	2.3127	3.4515	2.1713	1.7945
37HIX	3.5911	3.3433	3.1373	3.3168	2.6789	3.5632	3.3766	3.4648	3.1942	3.3011	3.5919	1.5923	2.6916	3.7430	2.2982	0.9908
37HIY	2.2807	1.9816	1.8731	1.9454	1.6473	2.0263	1.9916	2.4697	1.8203	2.0074	2.2537	1.1866	1.1259	2.1886	1.4870	1.3286
37HIZ	2.9948	2.8965	3.2261	2.9569	2.0223	3.0331	3.3704	3.2719	2.9183	2.8785	3.0511	1.4640	2.5440	3.0036	1.8317	1.1551
37HJ0	3.2035	2.6448	2.6117	2.4892	1.6017	2.7475	2.4456	3.1329	2.5628	2.8444	3.2451	0.9236	0.9264	2.8519	1.9023	1.1339
37HJ1	0.8888	0.9284	0.9449	1.3227	0.7894	0.9449	1.9700	1.2666	0.9331	1.1828	0.7492	0.4813	0.0958	1.4378	1.2001	0.9810
37HJ2	4.9626	4.4095	4.7974	4.7288	4.3375	5.0196	4.6871	5.0500	4.4508	4.8052	4.9390	3.2815	3.8629	5.0426	3.0016	4.5987
37HJ3	2.5085	2.7475	2.3884	2.1371	0.9326	2.2219	2.0675	2.1455	2.5518	2.1621	2.4746	0.6850	2.2340	2.2419	1.2634	0.9222
37HJ4	0.4866	0.4343	0.6081	0.8964	0.8740	1.4901	1.2921	0.7364	0.4772	0.9106	0.4317	0.3525	0.2373	1.1448	0.1355	0.0832
37HJ5	2.2119	1.8161	0.9726	1.5972	0.7374	1.6619	1.6296	1.8675	1.3726	1.7491	2.2742	0.1450	0.0121	1.8849	1.2535	0.6088
37HJ6	0.4851	0.2138	0.1918	0.3004	0.1560	0.2413	0.1881	0.7634	0.1840	0.2718	0.2918	0.0319	0.0067	0.2468	0.0844	0.0280
37HJ7	3.7018	2.5793	2.6836	3.7496	3.2617	3.0700	3.1797	3.5543	2.6117	3.2158	3.5931	2.1019	1.3547	2.9879	1.5166	1.8399
37HJ8	2.9940	2.9963	3.4306	3.0820	2.8560	3.3940	3.1974	3.3305	3.0702	3.1358	3.1858	1.6339	3.4420	3.2370	1.5150	1.0991
37HJ9	2.1364	1.9563	2.0296	2.1896	1.1682	2.0004	2.4963	2.2474	1.8358	1.8868	2.3654	1.2009	1.1867	2.3257	1.4463	1.3640
37HJA	2.5892	2.1630	2.7774	2.7300	1.9245	3.3460	2.7553	4.0260	2.3598	2.9969	2.8792	1.0224	2.3286	3.1070	0.9777	3.0084
37HJB	2.8808	4.7601	3.7881	2.6016	3.0170	3.1964	2.5550	2.5335	4.4466	3.4326	2.9487	1.6150	4.7252	3.3485	3.6496	1.3467
37HJC	3.2802	4.7773	4.1576	2.9411	3.6137	3.4762	2.5969	2.3982	4.6052	3.7590	3.0142	1.5454	5.7413	3.4922	3.5608	1.1944
37HJD	1.3764	2.0871	2.7075	1.4931	1.2802	2.4835	1.6238	2.4776	2.1765	2.0415	1.6215	0.6527	1.9374	1.9475	0.9412	0.7343
37HJE	2.9452	2.4631	2.6469	2.6994	1.5129	2.8191	2.7373	2.9763	2.3752	2.5893	3.0204	1.2242	1.0188	2.9727	1.2084	1.2048
37HJF	5.3332	5.0458	5.0839	5.5901	2.8553	5.3780	5.5103	5.6378	4.9506	5.1270	5.4564	1.6876	3.6244	5.2312	3.5849	4.4189
37HJG	0.9387	1.0608	2.4802	1.0159	0.6726	1.0832	0.7638	1.5606	1.4176	1.2136	0.7686	0.5452	1.9843	1.0358	0.1442	0.2630
37HJH	0.3709	0.5522	1.4279	0.6412	0.3771	0.5704	0.5611	1.6558	0.7327	0.5232	0.4568	0.4582	2.3455	0.5671	0.0476	0.0834
37HJI	5.6359	4.7629	5.0841	5.4242	4.5940	5.5596	5.4119	5.5223	4.8085	5.2479	5.6708	3.2624	4.1235	5.4095	3.5923	3.2888
37HJJ	0.5545	0.9305	1.3454	0.8198	0.5450	1.0886	1.1500	1.4718	0.8495	0.8531	0.6164	0.1316	0.0249	1.1175	0.7396	0.3193
37HJK	0.1944	0.1514	1.3023	0.1646	0.1276	0.1802	0.0956	2.0596	0.1871	0.4548	0.4366	0.0371	0.0044	0.2457	0.0423	0.0573
37HJM	4.2905	3.6858	4.0123	4.5548	3.3497	4.7841	4.5918	4.6319	3.7049	4.1565	4.2580	1.1884	4.1017	4.4101	2.1351	1.9560
37HJN	0.4704	0.2431	1.3047	0.2541	0.2730	0.3032	0.1667	1.2703	0.2809	0.5036	0.6766	0.5190	0.0901	0.5522	0.1485	0.0939
37HJP	2.0358	1.6335	1.8589	1.4505	0.7060	1.4025	1.1548	1.9335	1.6981	1.6390	1.4186	0.5255	1.6901	1.5150	0.3711	0.9859
37HJQ	2.7442	2.9456	2.7678	2.1714	1.3813	2.3968	1.9244	2.6910	2.7784	2.7449	2.7534	2.5552	1.1217	3.1418	2.1438	1.3435
37HJR	5.3749	4.5653	4.3391	4.9645	4.3536	5.0444	4.6261	4.9297	4.5118	4.9442	5.3065	2.9025	3.1147	5.0446	3.3462	2.6469
37HJS	2.7181	3.1114	2.7835	2.3055	1.8589	2.7728	2.3310	2.1461	2.9329	2.6669	2.4213	0.7780	2.2045	2.6472	2.5643	1.3114
37HJT	5.1938	4.6612	4.9338	4.9103	4.3438	4.3671	4.8922	4.9809	4.6401	4.6898	5.3586	3.5434	3.7379	5.2121	4.1181	4.3423
37HJU	0.8543	0.8781	0.6941	0.9273	0.6195	1.4480	1.1304	1.0145	0.6975	1.0619	0.9783	0.2574	0.1350	1.3651	0.6540	0.7382
37HJV	2.1512	1.8130	2.5302	2.7444	1.8525	3.6734	3.2725	3.0014	1.9814	2.9083	2.2017	0.7865	2.6551	3.2179	1.0042	0.9106
37HJW	3.4021	2.9566	3.0987	3.4144	3.0053	3.4478	3.4725	3.4360	2.9525	3.1534	3.3551	1.8081	1.8613	3.3887	1.6575	1.7152
37HJX	4.2971	4.6329	4.3249	3.7608	3.9523	4.1681	3.6300	3.7051	4.5671	4.1958	4.2742	1.9456	5.3834	4.1673	2.5533	1.7618
37HJY	1.3723	1.6337	2.9812	2.3192	0.8459	3.3088	3.0041	3.0814	2.0142	2.7885	1.5032	0.1718	2.5279	3.0989	0.3059	0.9306
37HJZ	1.2446	0.8366	1.1548	1.2687	0.6990	1.9063	1.2831	1.3645	0.8981	1.1628	1.0675	0.6119	0.5876	1.5852	0.5554	0.3673
37HK0	2.5269	2.9825	2.7806	2.7383	1.8471	3.1886	2.8958	3.0948	2.8430	3.0183	2.8206	1.3905	2.5016	3.3423	2.5514	1.7950
37HK1	0.5835	0.6894	2.1861	1.3816	0.7031	2.8241	1.8507	1.4350	1.2286	1.7165	0.7932	0.3409	2.9294	2.1831	0.0781	0.1945
37HK2	4.3535	4.0090	4.3013	4.3531	3.2116	4.5513	4.4874	4.3469	3.9579	4.1288	4.2614	1.6340	3.8204	4.5274	2.7088	3.3718
37HK3	2.1626	2.8882	2.2619	2.5702	1.9163	2.6779	2.7979	2.8220	2.4865	2.6648	2.5145	1.0944	0.8830	2.9536	2.8663	1.3620
37HK4	2.4393	4.7513	3.3139	2.1021	2.4516	2.0988	1.9943	1.9434	4.2593	2.8835	2.5627	1.0155	3.4614	2.7752	3.8038	1.8409
37HK5	3.2022	2.4549	2.9235	3.0617	1.4664	3.3480	3.1408	3.1045	2.4572	2.8004	3.1690	0.6796	2.6011	3.3941	1.3427	1.0822
37HK6	2.1267	2.1779	2.4973	2.1665	1.6004	2.2869	2.3727	2.7417	2.2097	2.3793	2.4575	1.3647	1.5866	2.5023	1.5026	1.2783
37HK7	2.2481	2.0555	2.6259	2.3188	1.5565	2.5314	2.4162	2.4903	2.1909	2.2417	2.3200	1.0192	2.8089	2.5394	0.9711	0.7894
37HK8	0.2477	0.4290	0.2901	0.2955	0.3618	0.4337	0.4163	0.3304	0.4017	0.6665	0.4187	1.1448	0.0089	1.1687	0.1516	0.5668
37HK9	1.4204	1.1792	2.0393	3.2444	2.2355	1.7849	3.0244	2.4417	1.3466	1.7291	1.2733	0.7808	0.4688	1.5209	0.7569	0.3157
37HKA	3.7052	3.3025	3.7446	3.5967	3.0133	3.7209	3.7048	3.9538	3.4244	3.6178	3.8747	2.1718	3.3957	3.8089	2.3937	1.3226
37HKB	3.9582	2.0885	1.7096	3.4221	1.3065	2.6062	3.4479	2.5209	1.8125	2.8362	3.7940	0.5519	0.1250	2.9286	1.3555	1.5321
37HKC	1.0705	1.1363	1.1946	0.6589	0.4482	1.0658	0.6840	1.2515	1.1002	1.1478	1.1563	0.2091	0.6456	0.9321	0.9564	0.1785
37HKD	4.8937	4.4327	4.6029	4.7577	4.3310	5.0853	5.0129	5.0327	4.4238	4.7344	5.0706	2.1804	4.3220	5.0908	2.8240	2.7439
37HKE	4.9615	4.5650	4.8770	4.9567	4.6702	5.4224	5.0837	5.2466	4.5662	4.9325	5.1130	3.5977	4.9118	5.2190	3.7159	4.0460
37HKF	3.0705	2.6555	2.6796	2.5646	1.7836	2.5418	2.7393	3.1011	2.5451	2.6033	3.0767	1.3013	1.8023	2.8606	1.8964	1.4911
37HKG	2.5974	1.9813	2.2948	2.3291	1.1591	2.5202	2.5221	2.4452	1.9960	2.0544	2.4017	0.7637	1.1844	2.4725	1.0217	0.6622
37HKH	3.1916	2.8894	3.0456	3.3849	2.9237	3.6310	3.3178	3.4603	2.8310	3.1680	3.1660	1.6478	2.2911	3.3252	1.9569	1.6080
37HKI	4.7446	4.5584	4.6161	4.9754	4.0472	5.0894	5.2289	5.1088	4.4963	4.8310	4.9164	3.6294	3.7057	5.1715	3.8830	3.8217
37HKJ	4.2948	3.9056	3.4704	3.8414	2.2575	3.5394	3.8224	4.1206	3.6548	3.7385	4.3192	1.9297	2.0797	3.9627	3.2924	1.6925
37HKK	2.4454	2.1335	2.1271	2.0037	1.6710	2.3220	2.1089	2.3587	1.9892	2.1434	2.3147	1.0908	1.2395	2.3617	1.3828	2.0235
37HKM	4.3604	4.4799	4.9997	4.0520	2.8166	3.8208	4.1672	5.3917	4.4872	4.2822	3.9936	2.0369	3.2569	4.1999	3.3794	2.4079
37HKN	2.6114	2.1828	2.3033	2.3591	1.3713	3.1007	2.8847	2.7129	2.0358	2.3843	2.5395	0.4389	0.8145	2.9610	1.3553	0.9441
37HKP	2.6214	2.4724	2.3146	2.5783	2.1354	2.6486	2.7603	2.7797	2.3624	2.4870	2.7155	1.0230	1.3495	2.7971	1.5515	1.2142
37HKQ	3.3220	2.9291	2.8323	2.7552	2.4148	2.8003	2.7290	3.0662	2.7896	2.9393	3.3858	1.4315	2.0140	3.1358	2.1880	1.8557
37HKR	4.7410	4.0716	4.2102	4.4797	3.3815	4.4123	4.4480	4.6630	4.0209	4.4182	4.8455	2.5922	2.6692	4.6369	2.6936	3.7866
37HKS	3.6659	3.5912	3.9136	3.7859	3.4661	3.7081	3.8759	4.8307	3.4751	3.9122	3.9242	2.8829	2.7526	3.9946	2.4614	4.4805
37HKT	1.6941	1.0489	1.0533	1.1097	0.5124	1.4702	0.9924	1.5975	0.9737	1.3919	1.3131	0.1133	1.0432	1.3649	0.5671	1.0454
37HKU	2.3791	2.2038	2.4293	2.5174	1.6617	2.6891	2.5542	2.7276	2.1631	2.4078	2.4441	1.1583	1.6962	2.6734	1.5046	0.8869
37HKV	1.1926	1.3571	1.9456	1.5183	0.9212	2.2801	1.8656	2.2243	1.4667	1.8707	1.4418	0.1654	1.0267	2.0478	0.5933	0.5682
37HKW	2.3179	1.8060	1.8950	2.0195	1.0730	2.2068	2.1745	2.0600	1.7342	1.8307	2.2348	0.3649	0.7334	2.1866	1.3122	0.7642
37HKX	4.0568	3.7157	4.1458	4.0236	3.5400	4.2095	3.7545	4.5070	3.7722	4.1525	4.2682	1.8226	2.1811	4.2245	2.5878	2.7838
37HKY	3.6954	3.2629	3.5838	3.5884	2.7714	3.7627	3.4475	3.8562	3.2775	3.5820	3.7913	1.2776	3.3400	3.6416	1.9235	1.8765
37HKZ	1.5948	2.0027	1.9251	1.6280	0.8414	1.9882	1.6461	1.7326	1.8772	1.7540	1.7391	0.5177	2.1831	2.0519	0.7831	1.2854
37HM0	3.3210	2.9248	3.1329	3.2326	1.8431	3.3902	3.1735	3.3159	2.9629	3.1642	3.1597	1.8058	2.3300	3.5414	2.5185	1.6997
37HM1	3.1053	3.6053	2.6256	3.0176	2.2307	2.8185	3.0278	2.3236	3.2783	2.8816	3.1432	1.1101	1.8046	3.2032	3.1683	1.0448
37HM2	3.4617	2.9685	3.3469	3.3887	2.1835	3.5451	3.7254	4.0157	2.9852	3.6354	3.4853	0.7551	0.7581	3.6993	2.4249	1.5112
37HM3	4.3483	3.7788	3.8845	4.1143	3.5730	4.3265	3.9433	4.2826	3.7028	4.0138	4.4240	2.3262	3.4423	4.3199	2.7458	4.0157
37HM4	3.2728	3.0634	3.1586	3.0693	1.5801	3.6239	3.5106	3.3727	3.0334	3.2981	3.4726	0.6309	2.3220	3.9968	2.4164	1.6658
37HM5	2.4659	2.4597	2.8722	2.5667	2.2310	3.3322	2.5002	2.8944	2.5999	2.8150	2.6760	1.0749	3.3352	3.0138	1.7660	1.1061
37HM6	3.2460	3.2969	2.6283	3.3059	2.5927	3.2761	3.8145	3.1610	2.9868	3.0561	3.2456	1.0099	1.9084	3.3209	2.5264	1.2901
37HM7	2.6248	2.7791	2.7448	2.5841	1.6152	2.7510	2.5919	2.8519	2.6345	2.6444	2.9552	0.6967	1.5495	2.7768	1.2703	2.3567
37HM8	3.9367	4.1841	4.6374	4.3847	2.2078	5.1433	4.5642	4.9109	4.2623	4.7294	4.0557	1.0167	3.5973	5.0354	2.4630	4.4570
37HM9	1.6630	0.5761	0.4832	0.6030	0.2356	0.9719	0.4084	0.6779	0.5258	1.2459	1.5648	0.0428	0.0217	1.0748	0.1622	0.5216
37HMA	3.9293	3.3188	3.5207	3.5161	1.8573	3.6587	3.6450	3.8332	3.3214	3.5301	3.7881	1.2196	2.0349	3.8872	1.8711	1.2677
37HMB	3.7420	3.2319	2.3101	3.4965	2.0632	3.3564	4.0002	3.6276	2.7382	3.5267	3.7379	0.6628	0.3523	3.4865	3.2715	2.8973
37HMC	2.9177	2.4730	2.8830	3.0418	1.9068	3.3939	3.0964	3.1838	2.4672	2.8230	2.8842	0.6371	2.0650	3.0179	1.3976	1.4974
37HMD	3.2162	2.3407	2.2359	2.7322	1.2877	2.8812	2.6545	2.7763	2.2459	2.4770	3.0422	0.5554	1.0319	2.9253	1.3030	0.8222
37HME	1.7436	2.2789	2.2217	1.7466	1.2369	1.8227	1.9778	2.9660	2.2438	2.1605	1.5651	0.4459	2.0648	1.9691	1.6537	1.6228
37HMF	2.9466	2.6808	2.4595	2.7387	1.5141	2.8974	2.9087	2.9896	2.4627	2.6697	3.0343	0.7942	1.6354	3.0007	1.7667	1.1628
37HMG	3.1658	2.8498	2.7740	2.7043	1.9730	2.9034	2.7510	3.3440	2.7162	2.7955	2.9716	0.9799	1.4566	3.0093	1.9560	1.1794
37HMH	4.4857	4.0949	4.1238	4.3832	3.3200	4.4393	4.5564	4.6668	4.0536	4.2602	4.6608	2.4391	2.9058	4.8272	3.4269	3.3130
37HMI	1.9876	2.3757	2.4913	2.1586	1.6717	2.4427	2.2949	2.0182	2.4819	2.3633	2.3172	1.0529	3.3296	2.3388	1.5697	2.0005
37HMJ	5.7059	4.3918	4.7576	5.1585	2.7796	4.6860	5.1088	4.8665	4.4591	4.7964	5.8088	0.8965	2.6792	5.0860	2.8244	2.0458
37HMK	2.6043	2.5089	2.7617	2.7153	2.3124	2.6375	2.8586	2.8595	2.4849	2.5203	2.7673	0.9718	1.5923	2.8185	1.9957	1.0956
37HMM	2.3059	2.3110	2.3715	2.5025	1.6257	2.2118	2.4940	2.7921	2.2905	2.2998	2.6230	1.4542	1.7499	2.6142	1.5610	0.9555
37HMN	1.8578	1.7550	1.7929	1.8932	1.6095	2.2434	1.9936	2.0347	1.6997	1.8324	1.8041	0.9433	1.3107	2.0968	1.2528	1.1680
37HMP	0.1556	0.1841	0.3401	0.1778	0.4037	0.2507	0.1601	0.9940	0.2396	0.3143	0.1788	0.0370	0.2034	0.1982	0.3282	0.0489
37HMQ	2.1159	3.0110	2.8792	1.6341	1.6492	2.0783	1.7493	3.7612	2.9044	2.6389	1.8805	0.4976	1.1057	2.1837	2.1367	1.1321
37HMR	2.6761	2.4955	2.2764	2.5195	1.3817	2.5558	2.5048	2.7288	2.2542	2.3929	2.4539	1.1353	1.4682	2.6701	1.4741	1.7158
37HMS	0.9444	1.6313	1.7270	1.7808	0.9825	2.0835	2.2491	2.3176	1.5139	1.7342	0.8815	0.2233	0.2910	1.8254	1.6928	0.6889
37HMT	3.4374	2.5984	2.5960	2.7416	1.3110	2.6823	2.8858	3.0295	2.3727	2.3151	3.0931	0.5170	2.8154	2.8408	2.1327	1.1639
37HMU	2.6735	3.1282	3.3620	2.4161	1.8826	2.9436	2.3690	3.6433	3.0953	2.8372	2.5927	0.7268	2.4204	2.9464	2.5340	1.2527
37HMV	4.6401	3.4398	3.0662	3.3846	2.1268	3.0078	3.4992	2.9256	3.2531	3.3417	4.2350	0.9236	1.0914	3.5775	2.7555	1.1072
37HMW	2.3747	1.7362	2.1701	2.2860	1.6963	2.6211	2.3958	2.3380	1.8314	2.1909	2.4220	0.8717	1.4628	2.3291	0.9351	0.6272
37HMX	5.1259	4.8127	5.1602	4.7920	4.5958	5.0943	4.7648	5.2480	4.8766	5.0257	5.3492	3.2441	4.8163	5.1540	3.3476	2.1912
37HMY	4.2229	3.8857	3.7201	3.8293	2.1717	4.0567	3.8794	4.2758	3.7088	3.9887	4.3666	0.9533	2.2687	4.2201	2.5996	3.6597
37HMZ	2.5729	2.0994	2.2927	2.5726	1.6243	2.8845	2.4383	2.6586	2.0513	2.3956	2.5278	0.6713	2.1305	2.6298	1.1480	1.4454
37HN0	2.4445	2.5232	3.1981	3.1023	1.6451	3.2916	3.6945	3.5986	2.6316	3.1673	2.6228	0.3713	2.0778	3.2471	0.7115	1.8323
37HN1	0.7919	1.2190	0.8258	0.3890	0.4262	0.7112	0.3561	1.8131	1.0062	1.1506	0.9164	0.0576	0.1718	0.8028	0.5326	0.5353
37HN2	3.0775	3.2429	3.0967	2.1607	1.9190	2.2524	2.2115	3.8115	3.0652	3.0142	2.8134	0.8864	1.9383	2.6369	1.9611	1.5090
37HN3	2.7126	2.5092	2.1860	2.5148	1.1731	2.5661	2.6464	2.7787	2.2328	2.2776	2.7740	0.7635	0.7275	2.7705	1.3830	1.4389
37HN4	2.0658	2.0110	1.7589	2.0362	0.9925	2.2071	2.2531	2.3033	1.8168	1.9634	2.0866	0.3134	0.6396	2.2852	1.3652	1.4827
37HN5	2.1587	2.0821	2.0952	2.2139	1.7908	2.2230	2.5182	2.5448	1.9934	2.2072	2.3229	0.4800	1.0894	2.4048	1.3185	0.8075
37HN6	3.0089	2.6094	2.8760	2.9470	2.3267	3.1228	2.8262	3.1413	2.6303	2.8463	3.0130	1.1330	2.0000	2.9971	1.5395	1.2373
37HN7	2.8133	2.1630	2.1007	2.4938	1.3188	2.7468	2.3498	2.6403	2.1265	2.3276	2.7511	0.2755	0.9760	2.6840	1.1826	0.8135
37HN8	2.8269	3.3553	3.6065	2.9381	2.0269	3.0539	2.5990	3.2540	3.3876	3.1099	2.8389	1.3167	3.4994	3.0973	2.0917	1.6776
37HN9	0.3337	1.2329	2.3584	0.9808	1.5621	1.1837	0.9642	1.2422	1.8343	1.2869	0.6802	0.8321	3.4212	1.2041	1.7401	0.5785
37HNA	1.7363	0.9097	0.5144	0.9778	0.3868	1.0161	1.1014	1.2526	0.7278	0.9627	1.4814	0.0509	0.1370	1.2395	0.2555	0.4211
37HNB	2.6589	2.4465	2.4324	2.5977	1.3944	2.8742	2.6996	2.6967	2.2857	2.4227	2.5207	0.9093	1.2173	2.8818	1.4734	1.3609
37HNC	5.2810	4.1480	4.3500	4.2559	2.8342	4.2046	4.2085	4.7857	4.0554	4.3253	5.3413	2.9930	2.2919	4.5888	2.6181	2.3085
37HND	1.1717	1.7934	1.5200	1.2772	0.8053	1.5741	1.5251	1.1565	1.6614	1.4458	1.2436	0.1037	0.8775	1.5051	1.7210	0.9069
37HNE	4.2826	5.7948	4.4115	3.4773	4.0696	3.6136	3.1903	3.3019	5.3436	4.2759	4.1261	2.1089	4.3252	4.2050	3.9842	2.3236
37HNF	2.7170	2.1472	2.2331	2.3166	1.5178	2.4461	2.3065	2.1870	2.0224	2.3267	2.6645	0.3888	1.0318	2.2566	1.3697	1.2299
37HNG	3.4720	3.2575	3.2957	3.5081	2.3151	3.6345	3.6085	3.5757	3.1744	3.2650	3.6112	1.7016	2.0468	3.6630	1.9076	1.9250
37HNH	3.7548	3.3659	3.1108	3.5932	1.7502	3.6583	3.7746	3.6912	3.1506	3.3965	3.8698	1.0255	1.4670	3.8682	2.2257	1.3935
37HNI	2.3373	1.9612	2.4504	2.4397	1.8978	2.7324	2.2589	2.5547	2.0144	2.2640	2.3044	0.9978	1.6663	2.5171	0.9555	0.9054
37HNJ	4.7154	5.2684	4.8974	4.4678	3.7236	4.5823	4.2547	3.7600	5.1570	4.6813	4.7477	1.4154	5.2718	4.8382	3.8188	2.6962
37HNK	1.2450	0.5549	0.2330	0.5091	0.1293	0.4957	0.4506	0.7760	0.3685	0.5244	0.7599	0.0143	0.0047	0.7123	0.0476	0.0791
37HNM	2.8033	2.8720	2.6289	2.9685	1.3632	2.5311	3.1278	2.7976	2.6930	2.6087	2.7848	0.7414	2.0422	2.8553	1.7424	3.4248
37HNN	2.5900	2.0394	2.0237	1.3559	0.8470	1.3505	1.0129	2.3869	1.9671	1.8409	2.1553	1.1436	1.7524	1.7654	0.6599	0.8805
37HNP	3.1553	3.0537	2.4938	2.2449	2.2792	2.3197	2.2371	2.3952	2.8591	2.5987	2.9168	0.7825	2.2693	2.6721	2.6142	1.0243
37HNQ	2.7975	2.4012	2.4543	2.3404	1.5982	2.3757	2.5082	2.9864	2.3562	2.4305	2.8567	1.4812	1.7431	2.7161	1.3484	1.1158
37HNR	2.6195	2.2551	2.1867	2.7648	1.6527	2.8869	3.0182	2.5819	2.1663	2.4641	2.5510	0.8092	2.3931	2.9727	2.0259	1.3057
37HNS	3.8737	3.1861	2.9598	2.9629	2.1042	3.1922	3.2123	3.3875	3.0408	3.3341	4.0209	0.9168	2.1229	3.4932	1.7623	1.9502
37HNT	1.8659	1.5962	3.1687	2.1262	1.2853	2.9572	2.3117	3.1917	1.9347	2.7226	2.0423	0.6698	2.3236	2.6718	0.4299	1.1415
37HNU	4.7502	4.0296	4.2039	4.5870	3.0095	4.6463	4.6526	4.7380	3.9558	4.2861	4.6492	1.8150	2.8416	4.6164	2.5499	3.6541
37HNV	3.2146	2.8123	3.0733	3.1831	2.0789	3.2900	3.2538	3.3272	2.8020	3.1360	3.2616	0.8671	2.2418	3.3679	1.6369	1.5424
37HNW	2.7575	2.5442	2.3365	2.5352	1.2459	2.4057	2.5825	2.7810	2.4037	2.3972	2.8002	0.6920	2.1650	2.7606	1.4190	0.8621
37HNX	2.8671	2.5082	2.4546	2.5212	1.8563	3.0642	2.5684	3.1045	2.4004	2.8587	2.5612	0.6058	1.0744	2.9832	2.0400	1.8053
37HNY	2.6038	2.3739	2.1883	2.6288	1.7736	2.5902	2.9177	2.8387	2.2248	2.4103	2.7946	1.2712	1.5395	2.8610	1.6111	1.2132
37HNZ	3.0297	2.8046	2.9676	3.1136	2.5851	3.2895	3.1335	3.1242	2.7440	2.9785	3.0945	1.8706	2.0114	3.2211	1.8399	1.3183
37HP0	4.1961	3.7643	3.6625	4.1678	3.2345	4.1756	4.0815	4.1404	3.6131	3.9683	4.2239	1.7504	2.4651	4.1381	3.5728	2.1387
37HP1	3.1290	6.8633	5.4097	2.8545	3.8013	4.0648	2.6228	1.9215	6.6176	4.9862	2.7769	1.0831	7.1968	4.6796	5.4054	2.3249
37HP2	2.5206	2.8502	2.3277	2.1832	1.9902	2.6371	2.1769	1.8917	2.5843	2.4501	2.3858	0.9585	2.9664	2.4619	1.5086	0.7577
37HP3	2.1083	3.0574	2.5171	1.9504	1.9459	2.2783	1.9753	1.6748	2.9032	2.3503	1.9528	1.1621	2.7282	2.4049	2.4199	1.1584
37HP4	2.0317	1.5145	2.3259	2.6506	1.5478	3.3133	3.0670	2.5521	1.6575	2.4426	2.2351	1.9045	2.0299	3.1799	0.4572	0.8608
37HP5	2.3946	1.8151	1.6407	1.9821	1.5064	2.0538	1.8905	2.1270	1.6630	1.8641	2.2510	1.1761	0.9156	2.0730	1.0415	1.3710
37HP6	3.1185	2.9673	2.6421	3.1216	2.3381	3.1430	3.3124	3.3514	2.7157	3.0379	3.2291	1.7542	1.8818	3.2818	2.3645	1.2986
37HP7	2.6099	2.3835	2.8883	2.0723	1.3781	2.5004	2.2399	2.0635	2.5701	2.4246	2.0821	1.3584	1.4221	3.1016	1.3029	1.4074
37HP8	1.0229	0.5412	0.7853	0.9429	0.6809	1.6306	0.9628	0.9769	0.6052	0.8582	0.8596	0.3958	0.9509	1.3227	0.2276	0.6555
37HP9	5.6708	4.9695	5.9122	5.9674	6.1205	6.3192	5.9034	6.1722	5.3224	5.7516	5.7786	3.9528	6.0218	5.9036	3.4294	2.6288
